"id","name","start time(s)","profile","behavior","maxVel(m/s)","shape","occupantRadius(m)","geometryRadius(m)","height(m)","room","x(m)","y(m)","z(m)","speedInSmoke(m/s)","ACCEL_TIME(s)","MIN_SQUEEZE_FACTOR_CONST","OCCMODEL","PRIORITY_LEVEL","PERSIST_TIME(s)","COLLISION_RESPONSE_TIME(s)","PROP_SPACING(m)","PROP_SOCIAL_DIST(m)","SLOW_FACTOR","BOUNDARY_LAYER(cm)","OBEY_ONEWAY_DOORS","ESCALATOR_PREF","LOCAL_QUEUE_TIME_FACTOR","LOCAL_TRAVEL_TIME_FACTOR","TAIL_TIME_FACTOR","CURR_DOOR_PREF(%)","DIST_TRAVELLED_DOUBLE_DIST(m)","REQUIRES_ASSISTANCE","INIT_ORIENT(°)","ELEVATOR_WAIT_TIME(s)","ATTRACTOR_SUSCEPTIBILITY","ATTRACTOR_SUSCEPTIBILITY_IDLE"
89,"00026",0.000000,"Default","Behavior01",0.858248,"Cylinder",0.216766,0.216766,1.921135,"Floor 19.685039 ft->Room05_1_1_2",26.214208,9.278239,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,290.735690,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
90,"00028",0.000000,"Default","Behavior01",1.094187,"Cylinder",0.213463,0.213463,2.057631,"Floor 19.685039 ft->Room05_1_2",25.116867,6.137939,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,216.667356,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
91,"00029",0.000000,"Default","Behavior01",0.719076,"Cylinder",0.210411,0.210411,1.757899,"Floor 19.685039 ft->Room35_2",25.333981,2.819877,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,140.320376,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
92,"00030",0.000000,"Default","Behavior01",0.688621,"Cylinder",0.215343,0.215343,2.110220,"Floor 19.685039 ft->Room35_2",24.450626,2.850496,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0011",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,40.320222,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
93,"00031",0.000000,"Default","Behavior01",1.525882,"Cylinder",0.229472,0.229472,1.736904,"Floor 19.685039 ft->Room19_2",11.071058,57.416380,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,249.855259,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
94,"00032",0.000000,"Default","Behavior01",1.233309,"Cylinder",0.212861,0.212861,1.844057,"Floor 19.685039 ft->Room19_2",9.899676,54.520882,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,121.386409,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
95,"00033",0.000000,"Default","Behavior01",0.625639,"Cylinder",0.232150,0.232150,1.858065,"Floor 19.685039 ft->Room22_2",0.845508,49.353332,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,261.145507,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
96,"00034",0.000000,"Default","Behavior01",0.717956,"Cylinder",0.203950,0.203950,1.822205,"Floor 19.685039 ft->Room22_2",4.283449,49.862133,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,84.116293,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
97,"00035",0.000000,"Default","Behavior01",0.785040,"Cylinder",0.206986,0.206986,1.925311,"Floor 19.685039 ft->Room20_2",10.561057,43.353989,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0018",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,337.266053,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
98,"00036",0.000000,"Default","Behavior01",0.444480,"Cylinder",0.216692,0.216692,1.744747,"Floor 19.685039 ft->Room20_2",10.296929,45.119494,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,359.210222,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
99,"00037",0.000000,"Default","Behavior01",1.051386,"Cylinder",0.230242,0.230242,1.723245,"Floor 19.685039 ft->Room28_2",21.579099,36.044432,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,347.674087,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
100,"00038",0.000000,"Default","Behavior01",0.999381,"Cylinder",0.214661,0.214661,1.711028,"Floor 19.685039 ft->Room28_2",22.028278,37.441957,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,55.808168,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
101,"00039",0.000000,"Default","Behavior01",1.605701,"Cylinder",0.226148,0.226148,1.906724,"Floor 19.685039 ft->Room08_1_1_2",9.505038,40.121675,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,239.745377,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
102,"00040",0.000000,"Default","Behavior01",1.293433,"Cylinder",0.207327,0.207327,1.876390,"Floor 19.685039 ft->Room08_1_1_1_2",25.126075,39.068357,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,151.415786,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
103,"00041",0.000000,"Default","Behavior01",0.857161,"Cylinder",0.223613,0.223613,1.770711,"Floor 19.685039 ft->Room02_2",17.484569,45.839581,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,94.449632,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
104,"00042",0.000000,"Default","Behavior01",0.945024,"Cylinder",0.208152,0.208152,1.846799,"Floor 19.685039 ft->Room02_2",3.769570,0.797831,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,217.829855,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
105,"00043",0.000000,"Default","Behavior01",0.618941,"Cylinder",0.223860,0.223860,1.931972,"Floor 19.685039 ft->Room02_2",16.504023,55.249286,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,164.124692,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
106,"00044",0.000000,"Default","Behavior01",1.057212,"Cylinder",0.217477,0.217477,1.948061,"Floor 19.685039 ft->Room02_2",29.882708,59.678502,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,281.305166,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
107,"00045",0.000000,"Default","Behavior01",1.023006,"Cylinder",0.217158,0.217158,1.730879,"Floor 19.685039 ft->Room02_2",25.216515,59.676462,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,112.755898,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
108,"00046",0.000000,"Default","Behavior01",0.703096,"Cylinder",0.228967,0.228967,1.967213,"Floor 19.685039 ft->Room02_2",15.102243,53.374046,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,130.163489,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
109,"00047",0.000000,"Default","Behavior01",0.618546,"Cylinder",0.213906,0.213906,1.735917,"Floor 19.685039 ft->Room44_2",9.481662,29.030107,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,89.770044,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
110,"00048",0.000000,"Default","Behavior01",1.487339,"Cylinder",0.220381,0.220381,1.751871,"Floor 19.685039 ft->Room44_2",0.629681,29.740603,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,49.824116,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
111,"00049",0.000000,"Default","Behavior01",0.920705,"Cylinder",0.229213,0.229213,1.946110,"Floor 19.685039 ft->Room44_2",10.131408,28.487171,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,28.713856,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
112,"00050",0.000000,"Default","Behavior01",0.957179,"Cylinder",0.205110,0.205110,2.055742,"Floor 19.685039 ft->Room44_2",8.073005,35.546725,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0018",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,81.818447,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
113,"00051",0.000000,"Default","Behavior01",0.890265,"Cylinder",0.224944,0.224944,1.936426,"Floor 19.685039 ft->Room44_2",7.355122,29.623046,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,293.636908,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
114,"00052",0.000000,"Default","Behavior01",1.126075,"Cylinder",0.224332,0.224332,1.759487,"Floor 19.685039 ft->Room44_2",0.430466,33.646513,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,283.268627,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
115,"00053",0.000000,"Default","Behavior01",0.700940,"Cylinder",0.208033,0.208033,1.873315,"Floor 19.685039 ft->Room44_2",11.153058,32.265846,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,222.924151,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
116,"00054",0.000000,"Default","Behavior01",0.925933,"Cylinder",0.216979,0.216979,1.789034,"Floor 19.685039 ft->Room44_2",6.000979,29.468247,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0018",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,119.002441,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
117,"00055",0.000000,"Default","Behavior01",1.242293,"Cylinder",0.232121,0.232121,1.915070,"Floor 19.685039 ft->Room44_2",9.756815,35.434782,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,317.599780,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
118,"00056",0.000000,"Default","Behavior01",0.783837,"Cylinder",0.227004,0.227004,1.796995,"Floor 19.685039 ft->Room44_2",5.613017,32.524544,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,122.042968,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
119,"00057",0.000000,"Default","Behavior01",0.520709,"Cylinder",0.216701,0.216701,2.088702,"Floor 19.685039 ft->Room44_2",3.075738,29.321171,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,39.281859,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
120,"00058",0.000000,"Default","Behavior01",0.632892,"Cylinder",0.205479,0.205479,1.850549,"Floor 19.685039 ft->Room44_2",10.572533,32.207514,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,202.000645,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
121,"00059",0.000000,"Default","Behavior01",1.623817,"Cylinder",0.219174,0.219174,1.965429,"Floor 19.685039 ft->Room44_2",10.973145,33.331661,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,23.947231,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
122,"00060",0.000000,"Default","Behavior01",1.002466,"Cylinder",0.216600,0.216600,1.770529,"Floor 19.685039 ft->Room44_2",11.600593,33.762443,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,117.618480,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
123,"00061",0.000000,"Default","Behavior01",0.560682,"Cylinder",0.217917,0.217917,2.042159,"Floor 19.685039 ft->Room44_2",7.403147,32.227056,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,123.148666,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
124,"00062",0.000000,"Default","Behavior01",0.461919,"Cylinder",0.212576,0.212576,1.906331,"Floor 19.685039 ft->Room25_2",19.668432,50.556057,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,293.281821,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
125,"00063",0.000000,"Default","Behavior01",1.504463,"Cylinder",0.234127,0.234127,1.968802,"Floor 19.685039 ft->Room25_2",21.066480,55.263719,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,124.720088,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
126,"00064",0.000000,"Default","Behavior01",0.737786,"Cylinder",0.218287,0.218287,1.969290,"Floor 19.685039 ft->Room27_2",19.902462,47.460933,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,260.148873,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
127,"00065",0.000000,"Default","Goto Any Exit",1.088848,"Cylinder",0.223399,0.223399,1.813156,"Floor 19.685039 ft->Room27_2",21.738840,46.730698,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,228.057544,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
128,"00066",0.000000,"Default","Behavior01",0.838180,"Cylinder",0.221623,0.221623,2.015091,"Floor 9.84252 ft->Room44_1",6.620490,31.695217,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,286.709649,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
129,"00067",0.000000,"Default","Behavior01",0.723724,"Cylinder",0.223472,0.223472,2.011062,"Floor 9.84252 ft->Room44_1",7.962838,33.429823,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0018",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,89.042335,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
130,"00068",0.000000,"Default","Behavior01",1.002404,"Cylinder",0.203617,0.203617,1.822619,"Floor 9.84252 ft->Room44_1",0.915033,33.004913,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,132.910782,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
131,"00069",0.000000,"Default","Behavior01",1.220606,"Cylinder",0.211578,0.211578,2.045923,"Floor 9.84252 ft->Room44_1",10.546417,29.952946,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0011",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,198.753382,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
132,"00070",0.000000,"Default","Behavior01",1.230562,"Cylinder",0.211433,0.211433,1.746828,"Floor 9.84252 ft->Room44_1",4.188851,34.361360,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,340.044574,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
133,"00071",0.000000,"Default","Behavior01",0.832384,"Cylinder",0.204172,0.204172,1.776198,"Floor 9.84252 ft->Room44_1",4.207548,28.501167,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,251.678592,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
